year,district_code,district_name,county,countyfips,unit_type,teacher_fte,teacher_fte_basis,teacher_fte_published,teacher_fte_school_sum,schools,schools_basis,schools_published,schools_open,enrollment,enrollment_panel,enrollment_ccd,pop_5_17,pop_0_4,datatype
1994,1040,ACADEMY 20,El Paso,041,district,731.4,published,731.4,,20.0,school_panel,20.0,20.0,13529.0,,13529.0,88733.0,37258.0,Estimate
1995,1040,ACADEMY 20,El Paso,041,district,767.7,published,767.7,,20.0,school_panel,20.0,20.0,14049.0,,14049.0,91767.0,37836.0,Estimate
1996,1040,ACADEMY 20,El Paso,041,district,804.6,published,804.6,,20.0,school_panel,20.0,20.0,14715.0,,14715.0,93669.0,37918.0,Estimate
1997,1040,ACADEMY 20,El Paso,041,district,871.9,published,871.9,,22.0,school_panel,22.0,22.0,15283.0,,15283.0,96080.0,38183.0,Estimate
1998,1040,ACADEMY 20,El Paso,041,district,974.0,published,974.0,,25.0,school_panel,25.0,25.0,15821.0,,15821.0,98790.0,38534.0,Estimate
1999,1040,ACADEMY 20,El Paso,041,district,,,,,27.0,school_panel,27.0,27.0,16775.0,,16775.0,101436.0,38830.0,Estimate
2000,1040,ACADEMY 20,El Paso,041,district,1027.818,school_sum,,1027.818,28.0,school_panel,,28.0,,,17625.0,104146.0,39119.0,Estimate
2001,1040,ACADEMY 20,El Paso,041,district,1105.1171,school_sum,,1105.1171,27.0,school_panel,,27.0,13648.0,13648.0,18105.0,107410.0,40158.0,Estimate
2002,1040,ACADEMY 20,El Paso,041,district,1155.6161,school_sum,,1155.6161,27.0,school_panel,,27.0,14187.0,14187.0,18658.0,108613.0,40641.0,Estimate
2003,1040,ACADEMY 20,El Paso,041,district,1156.655,school_sum,,1156.655,27.0,school_panel,,27.0,19083.0,19083.0,19083.0,108816.0,41161.0,Estimate
2004,1040,ACADEMY 20,El Paso,041,district,1195.9389,school_sum,,1195.9389,27.0,school_panel,,27.0,19825.0,19825.0,19825.0,109097.0,41287.0,Estimate
2005,1040,ACADEMY 20,El Paso,041,district,1247.4515,school_sum,,1247.4515,27.0,school_panel,,27.0,20517.0,20517.0,20517.0,109916.0,41927.0,Estimate
2006,1040,ACADEMY 20,El Paso,041,district,1274.7891,school_sum,,1274.7891,29.0,school_panel,,29.0,21204.0,21204.0,21204.0,112184.0,42786.0,Estimate
2007,1040,ACADEMY 20,El Paso,041,district,1302.1538,school_sum,,1302.1538,31.0,school_panel,,31.0,21423.0,21423.0,21423.0,113129.0,43010.0,Estimate
2008,1040,ACADEMY 20,El Paso,041,district,1050.8205,school_sum,,1050.8205,30.0,school_panel,,30.0,21917.0,21917.0,21917.0,114228.0,43523.0,Estimate
2009,1040,ACADEMY 20,El Paso,041,district,1364.3534,school_sum,,1364.3534,32.0,school_panel,,32.0,22620.0,22620.0,22620.0,115014.0,44033.0,Estimate
2010,1040,ACADEMY 20,El Paso,041,district,1412.418,published,1412.418,1402.021,32.0,school_panel,,32.0,23119.0,23119.0,23119.0,118126.0,45338.0,Estimate
2011,1040,ACADEMY 20,El Paso,041,district,1409.15,school_sum,,1409.15,32.0,school_panel,,32.0,23657.0,23657.0,23657.0,119598.0,45600.0,Estimate
2012,1040,ACADEMY 20,El Paso,041,district,1425.11,school_sum,,1425.11,32.0,school_panel,,32.0,23973.0,23973.0,23973.0,120351.0,45509.0,Estimate
2013,1040,ACADEMY 20,El Paso,041,district,1448.41,school_sum,,1448.41,32.0,school_panel,,32.0,24481.0,24481.0,24481.0,121102.0,45436.0,Estimate
2014,1040,ACADEMY 20,El Paso,041,district,1488.6382,school_sum,,1488.6382,35.0,school_panel,,35.0,24578.0,24578.0,24578.0,121088.0,45646.0,Estimate
2015,1040,ACADEMY 20,El Paso,041,district,1473.94,school_sum,,1473.94,36.0,school_panel,,36.0,25063.0,25063.0,25063.0,121758.0,46325.0,Estimate
2016,1040,ACADEMY 20,El Paso,041,district,1498.12,published,1498.12,1483.87,36.0,school_panel,,36.0,25591.0,25591.0,25591.0,123245.0,46640.0,Estimate
2017,1040,,El Paso,041,,,,,,36.0,school_panel,,36.0,25831.0,25831.0,25831.0,124204.0,46794.0,Estimate
2018,1040,ACADEMY 20,El Paso,041,district,1575.43,published,1575.43,1558.18,38.0,school_panel,,38.0,26178.0,26178.0,26178.0,125671.0,46924.0,Estimate
2019,1040,Academy 20,El Paso,041,district,1591.6,school_sum,,1591.6,40.0,school_panel,,40.0,26603.0,26603.0,26603.0,126199.0,46405.0,Estimate
2020,1040,,El Paso,041,,,,,,40.0,school_panel,,40.0,25711.0,25711.0,25711.0,126429.0,45943.0,Estimate
2021,1040,,El Paso,041,,,,,,41.0,school_panel,,41.0,26400.0,26400.0,26050.0,125361.0,45776.0,Estimate
2022,1040,Academy 20,El Paso,041,district,1631.3,school_sum,,1631.3,41.0,school_panel,,41.0,26607.0,26607.0,25719.0,123038.0,45644.0,Estimate
2023,1040,Academy 20,El Paso,041,district,1624.1,published,1624.1,1624.1,40.0,school_panel,,40.0,26607.0,26607.0,25674.0,122062.0,45404.0,Estimate
2024,1040,Academy 20,El Paso,041,district,1570.2,published,1570.2,1559.5,40.0,school_panel,,40.0,26569.0,26569.0,25607.0,119980.0,45275.0,Estimate
1990,1050,ELLICOTT 22,El Paso,041,district,32.3,published,32.3,,2.0,school_panel,2.0,2.0,469.0,,469.0,75651.0,34263.0,Estimate
1991,1050,ELLICOTT 22,El Paso,041,district,33.5,published,33.5,,2.0,school_panel,2.0,2.0,484.0,,484.0,77694.0,34423.0,Estimate
1992,1050,ELLICOTT 22,El Paso,041,district,34.9,published,34.9,,2.0,school_panel,2.0,2.0,530.0,,530.0,81347.0,35404.0,Estimate
1993,1050,ELLICOTT 22,El Paso,041,district,34.3,published,34.3,,2.0,school_panel,2.0,2.0,528.0,,528.0,84536.0,36141.0,Estimate
1994,1050,ELLICOTT 22,El Paso,041,district,35.4,published,35.4,,2.0,school_panel,2.0,2.0,604.0,,604.0,88733.0,37258.0,Estimate
1995,1050,ELLICOTT 22,El Paso,041,district,34.9,published,34.9,,2.0,school_panel,2.0,2.0,662.0,,662.0,91767.0,37836.0,Estimate
1996,1050,ELLICOTT 22,El Paso,041,district,40.4,published,40.4,,2.0,school_panel,2.0,2.0,658.0,,658.0,93669.0,37918.0,Estimate
1997,1050,ELLICOTT 22,El Paso,041,district,47.0,published,47.0,,2.0,school_panel,2.0,2.0,711.0,,711.0,96080.0,38183.0,Estimate
1998,1050,ELLICOTT 22,El Paso,041,district,59.8,published,59.8,,2.0,school_panel,2.0,2.0,794.0,,794.0,98790.0,38534.0,Estimate
1999,1050,ELLICOTT 22,El Paso,041,district,,,,,2.0,school_panel,2.0,2.0,876.0,,876.0,101436.0,38830.0,Estimate
2000,1050,ELLICOTT 22,El Paso,041,district,59.7786,school_sum,,59.7786,2.0,school_panel,,2.0,,,916.0,104146.0,39119.0,Estimate
2001,1050,ELLICOTT 22,El Paso,041,district,63.0366,school_sum,,63.0366,3.0,school_panel,,3.0,960.0,960.0,960.0,107410.0,40158.0,Estimate
2002,1050,ELLICOTT 22,El Paso,041,district,64.9723,school_sum,,64.9723,3.0,school_panel,,3.0,946.0,946.0,946.0,108613.0,40641.0,Estimate
2003,1050,ELLICOTT 22,El Paso,041,district,63.3477,school_sum,,63.3477,3.0,school_panel,,3.0,907.0,907.0,907.0,108816.0,41161.0,Estimate
2004,1050,ELLICOTT 22,El Paso,041,district,60.298,school_sum,,60.298,3.0,school_panel,,3.0,966.0,966.0,966.0,109097.0,41287.0,Estimate
2005,1050,ELLICOTT 22,El Paso,041,district,64.2291,school_sum,,64.2291,3.0,school_panel,,3.0,982.0,982.0,982.0,109916.0,41927.0,Estimate
2006,1050,ELLICOTT 22,El Paso,041,district,64.2535,school_sum,,64.2535,3.0,school_panel,,3.0,976.0,976.0,976.0,112184.0,42786.0,Estimate
2007,1050,ELLICOTT 22,El Paso,041,district,67.0141,school_sum,,67.0141,3.0,school_panel,,3.0,955.0,955.0,955.0,113129.0,43010.0,Estimate
2008,1050,ELLICOTT 22,El Paso,041,district,65.0707,school_sum,,65.0707,3.0,school_panel,,3.0,869.0,869.0,869.0,114228.0,43523.0,Estimate
2009,1050,ELLICOTT 22,El Paso,041,district,62.4033,school_sum,,62.4033,3.0,school_panel,,3.0,896.0,896.0,896.0,115014.0,44033.0,Estimate
2010,1050,ELLICOTT 22,El Paso,041,district,60.527,published,60.527,60.528,3.0,school_panel,,3.0,1003.0,1003.0,1003.0,118126.0,45338.0,Estimate
2011,1050,ELLICOTT 22,El Paso,041,district,27.86,school_sum,,27.86,3.0,school_panel,,3.0,1003.0,1003.0,1003.0,119598.0,45600.0,Estimate
2012,1050,ELLICOTT 22,El Paso,041,district,29.53,school_sum,,29.53,3.0,school_panel,,3.0,1027.0,1027.0,1027.0,120351.0,45509.0,Estimate
2013,1050,ELLICOTT 22,El Paso,041,district,63.63,school_sum,,63.63,3.0,school_panel,,3.0,955.0,955.0,955.0,121102.0,45436.0,Estimate
2014,1050,ELLICOTT 22,El Paso,041,district,72.9024,school_sum,,72.9024,3.0,school_panel,,3.0,1072.0,1072.0,1072.0,121088.0,45646.0,Estimate
2015,1050,ELLICOTT 22,El Paso,041,district,76.33,school_sum,,76.33,3.0,school_panel,,3.0,1050.0,1050.0,1050.0,121758.0,46325.0,Estimate
2016,1050,ELLICOTT 22,El Paso,041,district,73.73,published,73.73,74.39,3.0,school_panel,,3.0,1043.0,1043.0,1043.0,123245.0,46640.0,Estimate
2017,1050,,El Paso,041,,,,,,3.0,school_panel,,3.0,1055.0,1055.0,1055.0,124204.0,46794.0,Estimate
2018,1050,ELLICOTT 22,El Paso,041,district,71.08,published,71.08,71.09,3.0,school_panel,,3.0,1116.0,1116.0,1116.0,125671.0,46924.0,Estimate
2019,1050,Ellicott 22,El Paso,041,district,70.8,school_sum,,70.8,3.0,school_panel,,3.0,1142.0,1142.0,1142.0,126199.0,46405.0,Estimate
2020,1050,,El Paso,041,,,,,,3.0,school_panel,,3.0,1021.0,1021.0,1021.0,126429.0,45943.0,Estimate
2021,1050,,El Paso,041,,,,,,3.0,school_panel,,3.0,1002.0,1002.0,1001.0,125361.0,45776.0,Estimate
2022,1050,Ellicott 22,El Paso,041,district,67.6,published,67.6,67.6,3.0,school_panel,,3.0,982.0,982.0,981.0,123038.0,45644.0,Estimate
2023,1050,Ellicott 22,El Paso,041,district,64.4,published,64.4,64.4,3.0,school_panel,,3.0,990.0,990.0,990.0,122062.0,45404.0,Estimate
2024,1050,Ellicott 22,El Paso,041,district,71.1,published,71.1,71.1,3.0,school_panel,,3.0,1009.0,1009.0,1009.0,119980.0,45275.0,Estimate
1990,1060,PEYTON 23 JT,El Paso,041,district,21.0,published,21.0,,3.0,school_panel,3.0,3.0,320.0,,320.0,75651.0,34263.0,Estimate
1991,1060,PEYTON 23 JT,El Paso,041,district,22.0,published,22.0,,3.0,school_panel,3.0,3.0,316.0,,316.0,77694.0,34423.0,Estimate
1992,1060,PEYTON 23 JT,El Paso,041,district,23.0,published,23.0,,3.0,school_panel,3.0,3.0,348.0,,348.0,81347.0,35404.0,Estimate
1993,1060,PEYTON 23 JT,El Paso,041,district,23.0,published,23.0,,3.0,school_panel,3.0,3.0,352.0,,352.0,84536.0,36141.0,Estimate
1994,1060,PEYTON 23 JT,El Paso,041,district,25.0,published,25.0,,3.0,school_panel,3.0,3.0,396.0,,396.0,88733.0,37258.0,Estimate
1995,1060,PEYTON 23 JT,El Paso,041,district,27.8,published,27.8,,3.0,school_panel,3.0,3.0,467.0,,467.0,91767.0,37836.0,Estimate
1996,1060,PEYTON 23 JT,El Paso,041,district,35.5,published,35.5,,3.0,school_panel,3.0,3.0,543.0,,543.0,93669.0,37918.0,Estimate
1997,1060,PEYTON 23 JT,El Paso,041,district,36.0,published,36.0,,3.0,school_panel,3.0,3.0,619.0,,619.0,96080.0,38183.0,Estimate
1998,1060,PEYTON 23 JT,El Paso,041,district,40.0,published,40.0,,3.0,school_panel,3.0,3.0,687.0,,687.0,98790.0,38534.0,Estimate
1999,1060,PEYTON 23 JT,El Paso,041,district,,,,,3.0,school_panel,3.0,3.0,665.0,,665.0,101436.0,38830.0,Estimate
2000,1060,PEYTON 23 JT,El Paso,041,district,49.0192,school_sum,,49.0192,3.0,school_panel,,3.0,,,711.0,104146.0,39119.0,Estimate
2001,1060,PEYTON 23 JT,El Paso,041,district,49.9551,school_sum,,49.9551,3.0,school_panel,,3.0,716.0,716.0,716.0,107410.0,40158.0,Estimate
2002,1060,PEYTON 23 JT,El Paso,041,district,52.9423,school_sum,,52.9423,3.0,school_panel,,3.0,685.0,685.0,685.0,108613.0,40641.0,Estimate
2003,1060,PEYTON 23 JT,El Paso,041,district,42.6091,school_sum,,42.6091,3.0,school_panel,,3.0,693.0,693.0,693.0,108816.0,41161.0,Estimate
2004,1060,PEYTON 23 JT,El Paso,041,district,49.0,school_sum,,49.0,3.0,school_panel,,3.0,629.0,629.0,629.0,109097.0,41287.0,Estimate
2005,1060,PEYTON 23 JT,El Paso,041,district,43.0,school_sum,,43.0,3.0,school_panel,,3.0,677.0,677.0,677.0,109916.0,41927.0,Estimate
2006,1060,PEYTON 23 JT,El Paso,041,district,42.6731,school_sum,,42.6731,3.0,school_panel,,3.0,680.0,680.0,680.0,112184.0,42786.0,Estimate
2007,1060,PEYTON 23 JT,El Paso,041,district,45.6731,school_sum,,45.6731,3.0,school_panel,,3.0,689.0,689.0,689.0,113129.0,43010.0,Estimate
2008,1060,PEYTON 23 JT,El Paso,041,district,44.667,school_sum,,44.667,3.0,school_panel,,3.0,652.0,652.0,652.0,114228.0,43523.0,Estimate
2009,1060,PEYTON 23 JT,El Paso,041,district,41.5774,school_sum,,41.5774,2.0,school_panel,,2.0,694.0,694.0,694.0,115014.0,44033.0,Estimate
2010,1060,PEYTON 23 JT,El Paso,041,district,42.949,published,42.949,42.949,2.0,school_panel,,2.0,694.0,694.0,694.0,118126.0,45338.0,Estimate
2011,1060,PEYTON 23 JT,El Paso,041,district,40.96,school_sum,,40.96,2.0,school_panel,,2.0,654.0,654.0,654.0,119598.0,45600.0,Estimate
2012,1060,PEYTON 23 JT,El Paso,041,district,39.79,school_sum,,39.79,3.0,school_panel,,3.0,656.0,656.0,656.0,120351.0,45509.0,Estimate
2013,1060,PEYTON 23 JT,El Paso,041,district,38.74,school_sum,,38.74,3.0,school_panel,,3.0,606.0,606.0,606.0,121102.0,45436.0,Estimate
2014,1060,PEYTON 23 JT,El Paso,041,district,46.622,school_sum,,46.622,4.0,school_panel,,4.0,622.0,622.0,622.0,121088.0,45646.0,Estimate
2015,1060,PEYTON 23 JT,El Paso,041,district,43.11,school_sum,,43.11,4.0,school_panel,,4.0,664.0,664.0,664.0,121758.0,46325.0,Estimate
2016,1060,PEYTON 23 JT,El Paso,041,district,47.68,published,47.68,47.68,5.0,school_panel,,5.0,652.0,652.0,652.0,123245.0,46640.0,Estimate
2017,1060,,El Paso,041,,,,,,4.0,school_panel,,4.0,624.0,624.0,624.0,124204.0,46794.0,Estimate
2018,1060,PEYTON 23 JT,El Paso,041,district,43.89,published,43.89,43.89,4.0,school_panel,,4.0,593.0,593.0,593.0,125671.0,46924.0,Estimate
2019,1060,Peyton 23 Jt,El Paso,041,district,42.5,school_sum,,42.5,4.0,school_panel,,4.0,626.0,626.0,626.0,126199.0,46405.0,Estimate
2020,1060,,El Paso,041,,,,,,5.0,school_panel,,5.0,611.0,611.0,611.0,126429.0,45943.0,Estimate
2021,1060,,El Paso,041,,,,,,5.0,school_panel,,5.0,614.0,614.0,609.0,125361.0,45776.0,Estimate
2022,1060,Peyton 23 Jt,El Paso,041,district,46.4,published,46.4,46.5,5.0,school_panel,,5.0,620.0,620.0,600.0,123038.0,45644.0,Estimate
2023,1060,Peyton 23 Jt,El Paso,041,district,42.6,published,42.6,42.6,4.0,school_panel,,4.0,605.0,605.0,605.0,122062.0,45404.0,Estimate
2024,1060,Peyton 23 Jt,El Paso,041,district,41.8,published,41.8,41.3,4.0,school_panel,,4.0,599.0,599.0,596.0,119980.0,45275.0,Estimate
1990,1070,HANOVER 28,El Paso,041,district,5.0,published,5.0,,2.0,school_panel,2.0,2.0,63.0,,63.0,75651.0,34263.0,Estimate
1991,1070,HANOVER 28,El Paso,041,district,6.0,published,6.0,,2.0,school_panel,2.0,2.0,78.0,,78.0,77694.0,34423.0,Estimate
1992,1070,HANOVER 28,El Paso,041,district,7.0,published,7.0,,2.0,school_panel,2.0,2.0,84.0,,84.0,81347.0,35404.0,Estimate
1993,1070,HANOVER 28,El Paso,041,district,9.0,published,9.0,,2.0,school_panel,2.0,2.0,104.0,,104.0,84536.0,36141.0,Estimate
1994,1070,HANOVER 28,El Paso,041,district,9.0,published,9.0,,2.0,school_panel,2.0,2.0,130.0,,130.0,88733.0,37258.0,Estimate
1995,1070,HANOVER 28,El Paso,041,district,10.0,published,10.0,,2.0,school_panel,2.0,2.0,149.0,,149.0,91767.0,37836.0,Estimate
1996,1070,HANOVER 28,El Paso,041,district,15.0,published,15.0,,2.0,school_panel,2.0,2.0,157.0,,157.0,93669.0,37918.0,Estimate
1997,1070,HANOVER 28,El Paso,041,district,16.0,published,16.0,,2.0,school_panel,2.0,2.0,173.0,,173.0,96080.0,38183.0,Estimate
1998,1070,HANOVER 28,El Paso,041,district,18.0,published,18.0,,2.0,school_panel,2.0,2.0,194.0,,194.0,98790.0,38534.0,Estimate
1999,1070,HANOVER 28,El Paso,041,district,,,,,2.0,school_panel,2.0,2.0,209.0,,209.0,101436.0,38830.0,Estimate
2000,1070,HANOVER 28,El Paso,041,district,22.4967,school_sum,,22.4967,2.0,school_panel,,2.0,,,281.0,104146.0,39119.0,Estimate
2001,1070,HANOVER 28,El Paso,041,district,28.2483,school_sum,,28.2483,2.0,school_panel,,2.0,182.0,182.0,334.0,107410.0,40158.0,Estimate
2002,1070,HANOVER 28,El Paso,041,district,31.25,school_sum,,31.25,2.0,school_panel,,2.0,179.0,179.0,332.0,108613.0,40641.0,Estimate
2003,1070,HANOVER 28,El Paso,041,district,30.5,school_sum,,30.5,2.0,school_panel,,2.0,315.0,315.0,315.0,108816.0,41161.0,Estimate
2004,1070,HANOVER 28,El Paso,041,district,25.0,school_sum,,25.0,2.0,school_panel,,2.0,305.0,305.0,305.0,109097.0,41287.0,Estimate
2005,1070,HANOVER 28,El Paso,041,district,25.085,school_sum,,25.085,2.0,school_panel,,2.0,301.0,301.0,301.0,109916.0,41927.0,Estimate
2006,1070,HANOVER 28,El Paso,041,district,24.085,school_sum,,24.085,2.0,school_panel,,2.0,301.0,301.0,301.0,112184.0,42786.0,Estimate
2007,1070,HANOVER 28,El Paso,041,district,28.5357,school_sum,,28.5357,3.0,school_panel,,3.0,301.0,301.0,301.0,113129.0,43010.0,Estimate
2008,1070,HANOVER 28,El Paso,041,district,26.5465,school_sum,,26.5465,3.0,school_panel,,3.0,263.0,263.0,263.0,114228.0,43523.0,Estimate
2009,1070,HANOVER 28,El Paso,041,district,25.085,school_sum,,25.085,3.0,school_panel,,3.0,266.0,266.0,266.0,115014.0,44033.0,Estimate
2010,1070,HANOVER 28,El Paso,041,district,19.904,published,19.904,19.903,2.0,school_panel,,2.0,223.0,223.0,223.0,118126.0,45338.0,Estimate
2011,1070,HANOVER 28,El Paso,041,district,17.6,school_sum,,17.6,2.0,school_panel,,2.0,208.0,208.0,208.0,119598.0,45600.0,Estimate
2012,1070,HANOVER 28,El Paso,041,district,6.64,school_sum,,6.64,2.0,school_panel,,2.0,227.0,227.0,227.0,120351.0,45509.0,Estimate
2013,1070,HANOVER 28,El Paso,041,district,18.58,school_sum,,18.58,2.0,school_panel,,2.0,251.0,251.0,251.0,121102.0,45436.0,Estimate
2014,1070,HANOVER 28,El Paso,041,district,19.0,school_sum,,19.0,2.0,school_panel,,2.0,260.0,260.0,260.0,121088.0,45646.0,Estimate
2015,1070,HANOVER 28,El Paso,041,district,20.63,school_sum,,20.63,2.0,school_panel,,2.0,259.0,259.0,259.0,121758.0,46325.0,Estimate
2016,1070,HANOVER 28,El Paso,041,district,18.0,published,18.0,19.27,2.0,school_panel,,2.0,270.0,270.0,270.0,123245.0,46640.0,Estimate
2017,1070,,El Paso,041,,,,,,3.0,school_panel,,3.0,275.0,275.0,275.0,124204.0,46794.0,Estimate
2018,1070,HANOVER 28,El Paso,041,district,18.87,published,18.87,19.23,3.0,school_panel,,3.0,248.0,248.0,248.0,125671.0,46924.0,Estimate
2019,1070,Hanover 28,El Paso,041,district,18.8,school_sum,,18.8,3.0,school_panel,,3.0,258.0,258.0,258.0,126199.0,46405.0,Estimate
2020,1070,,El Paso,041,,,,,,3.0,school_panel,,3.0,263.0,263.0,263.0,126429.0,45943.0,Estimate
2021,1070,,El Paso,041,,,,,,2.0,school_panel,,2.0,283.0,283.0,283.0,125361.0,45776.0,Estimate
2022,1070,Hanover 28,El Paso,041,district,18.0,published,18.0,18.0,2.0,school_panel,,2.0,289.0,289.0,287.0,123038.0,45644.0,Estimate
2023,1070,Hanover 28,El Paso,041,district,20.9,published,20.9,20.9,2.0,school_panel,,2.0,271.0,271.0,271.0,122062.0,45404.0,Estimate
2024,1070,Hanover 28,El Paso,041,district,19.6,published,19.6,19.6,2.0,school_panel,,2.0,264.0,264.0,264.0,119980.0,45275.0,Estimate
1990,1080,LEWIS-PALMER 38,El Paso,041,district,118.0,published,118.0,,5.0,school_panel,5.0,5.0,2417.0,,2417.0,75651.0,34263.0,Estimate
1991,1080,LEWIS-PALMER 38,El Paso,041,district,119.7,published,119.7,,5.0,school_panel,5.0,5.0,2609.0,,2609.0,77694.0,34423.0,Estimate
1992,1080,LEWIS-PALMER 38,El Paso,041,district,129.5,published,129.5,,5.0,school_panel,5.0,5.0,2820.0,,2820.0,81347.0,35404.0,Estimate
1993,1080,LEWIS-PALMER 38,El Paso,041,district,142.3,published,142.3,,5.0,school_panel,5.0,5.0,3086.0,,3086.0,84536.0,36141.0,Estimate
1994,1080,LEWIS-PALMER 38,El Paso,041,district,158.3,published,158.3,,5.0,school_panel,5.0,5.0,3375.0,,3375.0,88733.0,37258.0,Estimate
1995,1080,LEWIS-PALMER 38,El Paso,041,district,169.6,published,169.6,,6.0,school_panel,6.0,6.0,3515.0,,3515.0,91767.0,37836.0,Estimate
1996,1080,LEWIS-PALMER 38,El Paso,041,district,177.2,published,177.2,,7.0,school_panel,7.0,7.0,3787.0,,3787.0,93669.0,37918.0,Estimate
1997,1080,LEWIS-PALMER 38,El Paso,041,district,189.6,published,189.6,,7.0,school_panel,7.0,7.0,3948.0,,3948.0,96080.0,38183.0,Estimate
1998,1080,LEWIS-PALMER 38,El Paso,041,district,204.2,published,204.2,,7.0,school_panel,7.0,7.0,4105.0,,4105.0,98790.0,38534.0,Estimate
1999,1080,LEWIS-PALMER 38,El Paso,041,district,,,,,7.0,school_panel,7.0,7.0,4333.0,,4333.0,101436.0,38830.0,Estimate
2000,1080,LEWIS-PALMER 38,El Paso,041,district,243.5057,school_sum,,243.5057,7.0,school_panel,,7.0,,,4610.0,104146.0,39119.0,Estimate
2001,1080,LEWIS-PALMER 38,El Paso,041,district,269.7166,school_sum,,269.7166,9.0,school_panel,,9.0,3687.0,3687.0,4883.0,107410.0,40158.0,Estimate
2002,1080,LEWIS-PALMER 38,El Paso,041,district,280.2418,school_sum,,280.2418,9.0,school_panel,,9.0,3961.0,3961.0,5179.0,108613.0,40641.0,Estimate
2003,1080,LEWIS-PALMER 38,El Paso,041,district,327.517,school_sum,,327.517,9.0,school_panel,,9.0,5370.0,5370.0,5370.0,108816.0,41161.0,Estimate
2004,1080,LEWIS-PALMER 38,El Paso,041,district,335.193,school_sum,,335.193,9.0,school_panel,,9.0,5610.0,5610.0,5610.0,109097.0,41287.0,Estimate
2005,1080,LEWIS-PALMER 38,El Paso,041,district,364.9583,school_sum,,364.9583,9.0,school_panel,,9.0,5842.0,5842.0,5842.0,109916.0,41927.0,Estimate
2006,1080,LEWIS-PALMER 38,El Paso,041,district,387.9851,school_sum,,387.9851,9.0,school_panel,,9.0,5977.0,5977.0,5977.0,112184.0,42786.0,Estimate
2007,1080,LEWIS-PALMER 38,El Paso,041,district,410.9795,school_sum,,410.9795,9.0,school_panel,,9.0,5865.0,5865.0,5865.0,113129.0,43010.0,Estimate
2008,1080,LEWIS-PALMER 38,El Paso,041,district,330.1981,school_sum,,330.1981,10.0,school_panel,,10.0,5817.0,5817.0,5817.0,114228.0,43523.0,Estimate
2009,1080,LEWIS-PALMER 38,El Paso,041,district,322.8917,school_sum,,322.8917,10.0,school_panel,,10.0,5950.0,5950.0,5950.0,115014.0,44033.0,Estimate
2010,1080,LEWIS-PALMER 38,El Paso,041,district,299.357,published,299.357,299.358,9.0,school_panel,,9.0,5977.0,5977.0,5977.0,118126.0,45338.0,Estimate
2011,1080,LEWIS-PALMER 38,El Paso,041,district,307.11,school_sum,,307.11,9.0,school_panel,,9.0,6076.0,6076.0,6076.0,119598.0,45600.0,Estimate
2012,1080,LEWIS-PALMER 38,El Paso,041,district,314.32,school_sum,,314.32,9.0,school_panel,,9.0,6153.0,6153.0,6153.0,120351.0,45509.0,Estimate
2013,1080,LEWIS-PALMER 38,El Paso,041,district,349.7,school_sum,,349.7,9.0,school_panel,,9.0,6275.0,6275.0,6275.0,121102.0,45436.0,Estimate
2014,1080,LEWIS-PALMER 38,El Paso,041,district,348.4749,school_sum,,348.4749,9.0,school_panel,,9.0,6207.0,6207.0,6207.0,121088.0,45646.0,Estimate
2015,1080,LEWIS-PALMER 38,El Paso,041,district,353.36,school_sum,,353.36,9.0,school_panel,,9.0,6343.0,6343.0,6343.0,121758.0,46325.0,Estimate
2016,1080,LEWIS-PALMER 38,El Paso,041,district,346.59,published,346.59,346.61,9.0,school_panel,,9.0,6577.0,6577.0,6577.0,123245.0,46640.0,Estimate
2017,1080,,El Paso,041,,,,,,9.0,school_panel,,9.0,6703.0,6703.0,6703.0,124204.0,46794.0,Estimate
2018,1080,LEWIS-PALMER 38,El Paso,041,district,368.68,published,368.68,368.69,9.0,school_panel,,9.0,6895.0,6895.0,6895.0,125671.0,46924.0,Estimate
